--- Job d4n12R0R7d05d05 Start 07/19/21 22:47:30 35.1.0 r82a9585 LEX-LEG x86 64bit/Linux
--- Applying:
    /rvol/GAMS/gams35.1_linux_x64_64_sfx/gmsprmun.txt
--- GAMS Parameters defined
    NLP baron
    Input /home/ps/ce-fs2/tk3016/WCGO/Full_testing/NLP/random_polynomials/NLP/d4n12R0R7d05d05.gms
    ScrDir /home/ps/ce-fs2/tk3016/WCGO/Full_testing/NLP/random_polynomials/NLP/225c/
    SysDir /rvol/GAMS/gams35.1_linux_x64_64_sfx/
    Trace /home/ps/ce-fs2/tk3016/WCGO/Full_testing/NLP/random_polynomials/NLP/trace.trc
    TraceOpt 3
    ResLim 3600
    OptCR 0.001
    OptCA 1E-5
    Threads 24
Licensee: Medium MUD - 10 User License                   S200525/0001AP-LNX
          Imperial College London, Centre for Process Systems EngineerDC621
          /rvol/GAMS/gams35.1_linux_x64_64_sfx/gamslice.txt
GAMS 35.1.0   Copyright (C) 1987-2021 GAMS Development. All rights reserved
--- Starting compilation
--- d4n12R0R7d05d05.gms(61) 2 Mb
--- Starting execution: elapsed 0:00:00.066
--- d4n12R0R7d05d05.gms(55) 3 Mb
--- Generating NLP model m
--- d4n12R0R7d05d05.gms(60) 5 Mb
---   7 rows  13 columns  85 non-zeroes
---   13,868 nl-code  60 nl-non-zeroes
--- d4n12R0R7d05d05.gms(60) 5 Mb
--- d4n12R0R7d05d05.gms(60) 3 Mb
--- Executing BARON (Solvelink=2): elapsed 0:00:00.199

GAMS/BARON       35.1.0 r82a9585 Released Apr 29, 2021 LEG x86 64bit/Linux    

===========================================================================
 BARON version 21.1.13. Built: LNX-64 Wed Jan 13 16:01:25 EST 2021

 BARON is a product of The Optimization Firm.
 For information on BARON, see https://minlp.com/about-baron

 If you use this software, please cite publications from
 https://minlp.com/baron-publications, such as: 

 Khajavirad, A. and N. V. Sahinidis,
 A hybrid LP/NLP paradigm for global optimization relaxations,
 Mathematical Programming Computation, 10, 383-421, 2018.
===========================================================================
 This BARON run may utilize the following subsolver(s)
 For LP/MIP/QP: ILOG CPLEX                                      
 For NLP: MINOS, SNOPT, GAMS external NLP, IPOPT, FILTERSD, FILTERSQP
===========================================================================
 Preprocessing found feasible solution with value  128635.094878     
 Doing local search
 Preprocessing found feasible solution with value  14612.3305100     
 Solving bounding LP
 Starting multi-start local search
 Done with local search
===========================================================================
  Iteration    Open nodes         Time (s)    Lower bound      Upper bound
       1458            40          1813.51     9753.09          14612.3    
       1477            43          1844.07     9753.09          14612.3    
       1499            42          1876.03     9753.09          14612.3    
       1518            45          1907.64     9753.09          14612.3    
       1539            47          1939.35     9753.09          14612.3    
       1561            47          1969.42     9753.09          14612.3    
       1585            46          2000.96     9753.09          14612.3    
       1606            47          2031.54     9753.09          14612.3    
       1625            51          2062.09     9906.49          14612.3    
       1656            52          2093.04     9906.49          14612.3    
       1684            52          2123.64     9906.49          14612.3    
       1709            51          2153.85     9906.49          14612.3    
       1728            58          2184.36     9906.49          14612.3    
       1752            56          2214.67     9906.49          14612.3    
       1773            55          2245.74     9906.49          14612.3    
       1791            58          2276.48     9906.49          14612.3    
       1812            56          2307.30     9906.49          14612.3    
       1830            60          2337.55     9932.91          14612.3    
       1853            60          2368.40     9932.91          14612.3    
       1875            60          2399.25     9932.91          14612.3    
       1893            60          2430.51     9932.91          14612.3    
       1913            61          2460.86     9932.91          14612.3    
       1932            61          2491.17     9932.91          14612.3    
       1952            58          2521.67     9932.91          14612.3    
       1975            59          2552.26     9932.91          14612.3    
       1997            59          2583.57     9932.91          14612.3    
       2019            56          2614.50     9932.91          14612.3    
       2038            62          2645.37     10057.0          14612.3    
       2067            63          2675.90     10057.0          14612.3    
       2091            63          2707.08     10057.0          14612.3    
       2114            61          2738.66     10057.0          14612.3    
       2137            61          2769.87     10057.0          14612.3    
       2159            59          2800.56     10057.0          14612.3    
       2178            60          2832.06     10057.0          14612.3    
       2202            60          2862.60     10057.0          14612.3    
       2225            61          2893.51     10143.8          14612.3    
       2248            64          2923.89     10143.8          14612.3    
       2270            64          2954.07     10143.8          14612.3    
       2291            65          2984.27     10143.8          14612.3    
       2312            63          3015.13     10143.8          14612.3    
       2335            62          3045.78     10143.8          14612.3    
       2355            64          3077.05     10143.8          14612.3    
       2377            63          3109.23     10143.8          14612.3    
       2396            64          3140.75     10143.8          14612.3    
       2418            64          3171.38     10143.8          14612.3    
       2443            66          3201.81     10331.7          14612.3    
       2471            66          3231.85     10331.7          14612.3    
       2494            66          3262.66     10331.7          14612.3    
       2520            65          3293.55     10331.7          14612.3    
       2545            64          3324.26     10331.7          14612.3    
       2565            65          3354.54     10331.7          14612.3    
       2586            63          3385.41     10331.7          14612.3    
       2607            63          3416.21     10331.7          14612.3    
       2629            67          3446.31     10558.6          14612.3    
       2647            71          3477.64     10558.6          14612.3    
       2667            69          3509.54     10558.6          14612.3    
       2685            70          3540.48     10558.6          14612.3    
       2704            68          3571.97     10558.6          14612.3    
       2721            68          3600.14     10558.6          14612.3    

                    *** Max. allowable time exceeded ***      

 Wall clock time:                  3600.15
 Total CPU time used:              3942.39

 Total no. of BaR iterations:    2721
 Best solution found at node:      10
 Max. no. of nodes in memory:      71
 
 All done
===========================================================================

Solution      = 14612.3305099822  found at node 10
Best possible = 10558.5558206
Absolute gap  = 4053.77468938217  optca = 1E-5
Relative gap  = 0.277421502792652  optcr = 0.001
  (Note that BARON uses a different formula to compute the relative gap as
   was used for the above reported value.)

--- Reading solution for model m
*** Status: Normal completion
--- Job d4n12R0R7d05d05.gms Stop 07/19/21 23:47:30 elapsed 1:00:00.698
